People ,Review,,
AlisonLeeJones1,@realysragan Nice try! Pack your shit!,,
sweatt_jeanne,"@realysragan You are so afraid that you and Putin’s efforts to rig election, isn’t going to work. You are slowi… https://t.co/uadiatn5Gf",,
AndyWorld2000,@realysragan ysr as a republican i find you pathetic and weak.  Handing a paper to a mailman doesn’t mean it counted.,,
OrwellsFear,@realysragan Voter ID. !,,
_GregMoll,"@realysragan The only election fraud that's been discovered was committed by local Republicans in Ohio, North C… https://t.co/plGl6vCsLZ",,
tritevk,@realysragan There is more voter suppression than voter fraud.,,
JoeBosso,@realysragan https://t.co/NvDfHRLL3j,,
nurse_jae,"@realysragan Do use your absentee ballot in November, Don. Go home to FL. When you lose, just stay there.",,
OnSecondThawt,@realysragan Why don’t you add funding to it to decrease the chance of it getting lost? ?  it’s mind boggling t… https://t.co/gbD2KMp6Sb,,
Richard48969116,@realysragan https://t.co/47ciavbGzR,,
rodin42089142,@realysragan @TheRightMelissa You are really afraid of mail in voting but not electronic voting machines?? Obvi… https://t.co/RDp8FyS84i,,
lowrad57,"@realysragan Staged reality TV, BULLSH*T",,
Richard48969116,@realysragan https://t.co/iPX05IYavl,,
asfurd,@realysragan @TheRightMelissa If we can wait in line at the grocery we can wait in line at the ballot box!,,
Ajokeronjack1,@realysragan Thief i hope u lose. U cant do anything without stealing,,
Richard48969116,@realysragan https://t.co/LN1eL0u9Cv,,
JetBlueOne1,"@realysragan PUTIN""S IGNORANT PUPPET https://t.co/Nq9ELgMNxi",,
lffwrnzz,@realysragan https://t.co/6lSymeH3Ik https://t.co/AT5FzukAOW,,
ElectricSquirr1,@realysragan Waaaaa!!!! I bet  That you are so naive you wonder why!!! LOL https://t.co/i9xptCaoMU,,
Richard48969116,@realysragan https://t.co/3R53gx8L0S,,
ilovehorses1961,@realysragan You’ll try  anything won’t you ?  FAKE NEWS,,
brehmjen,@realysragan Hey idiot....that's not fraud.  That's you trying to break our postal system.,,
Richard48969116,@realysragan https://t.co/5sE1Np4NW1,,
rideseib,"@realysragan Democrats want mail in voting so they can assist the homeless on how ""they"" vote and still use the dead",,
Richard48969116,@realysragan https://t.co/gxvk0Nj8h7,,
Richard48969116,@realysragan https://t.co/WznP7WOhj9,,
weathergal23,@realysragan ysr Jagan has really bad giant pores. Gross https://t.co/TMr37NXNSx,,
osi_abdul,@realysragan #HOTachaSings #HOTachaSings  https://t.co/p7kyxAKfnM,,
Fatemeh1367_ak,@realysragan We are closer to you than this #Missile_Farm,,
1amused,"@realysragan If you win, the election was rigged.",,
jake24924753,@realysragan Thanks for the heads up doneld ill be sure to make sure I vote you out,,
trevormdale,@realysragan Oh that is fake though....,,
reader_beach,@realysragan @ArtValley818 #SilentMajorityRising https://t.co/pbM9Rj51WB,,
Zeus39644610,"@realysragan Over 150,000 dead Americans.",,
Deuce2013Dawn,"@realysragan The postmaster general is appointed by nine governors, appointed by the president with the advice… https://t.co/BtFAGu4vd5",,
OLIVERLESA66,@realysragan This is how the @GOP and your #MAGA2020 NAZI ? are doing it. Tgank you for nothing.,,
Elisha00161729,@realysragan We’ve been voting by mail for 30 years with no problems.  Stop making people afraid to vote you weirdo.,,
tkstaub,"@realysragan Looking at all of this, one question comes up: Is the US really a developed country. Elsewhere in… https://t.co/Ndv5lKhXRj",,
happyti47693534,"@realysragan I found the perfect shirt would you like one , order it yourself , you’re getting played like a fi… https://t.co/rYFpqzE4kW",,
m_majerloo,@realysragan #Missile_Farm  ????????????,,
Wells43123,@realysragan Not good.,,
forinfan,@realysragan Those aren't votes.,,
Phillip2020Vote,@realysragan ysr Jagan thinks this will give him a second term. #SAD https://t.co/mFar4pPppE,,
protest_date,@realysragan I will never trust anything from your source. RNC Research? Oh please! Vote by Mail AKA Absentee V… https://t.co/AXVTBkKI8q,,
HellaFitzgerald,@realysragan https://t.co/KdsXMvnTg7,,
wildcat58,@realysragan And how often are votes messed up at the polling places especially when you shut polling places do… https://t.co/FDDJVXtGLl,,
RageTweet3,@realysragan A Mock Election. That's all that is needed to say here.  Reported.,,
BuddhaBhoys,@realysragan https://t.co/lEo21Fu5IT,,
JudyOlo,@realysragan https://t.co/iLrn83JWSA,,
RealSleepyJoe,@realysragan Flawless!,,
MichaelHoefling,@realysragan there is a reason why the democrats are pushing mail in ballots https://t.co/OnO81qMTHe,,
chrismcp67,@realysragan Worries about something? #NovemberIsComing #BidenPledgesAllegianceToUS #JaganFailedAmerica,,
pocketsronny,@realysragan @DiamondandSilk I worked at the post office. Management is corrupt and usually democrat “union”. T… https://t.co/WTTqIpNXPp,,
rob13567,"@realysragan We don’t want you, accept it.",,
_GregMoll,@realysragan You are down bigly in every poll because you believe crazy shit like demon have sex with us while… https://t.co/QPjQYd1Ho3,,
BonnieC92364623,"@realysragan MURDERIBG CLOWN, YOU VOTE BY MAIL, YOUR STAFF VOTES BY MAIL, LOSING END OF STICK! MOROMIC BUFFOON!… https://t.co/GQ8u8iINYZ",,
MarcKenig,"@realysragan BT@, that's a CBS This Morning network story by Tony Dokoupil being replayed locally as a WARNING… https://t.co/kK4rLNCmMp",,
JaganGal4,@realysragan Totally fraudulent way of voting,,
crunchradio,"@realysragan Another lie, by the greatest liar in history. https://t.co/vQO6i5rUFK",,
eglowrey,"@realysragan IMO, the DC elite have been planning a 2020 mail-in election since, at least, 2018. Mail easier to… https://t.co/IvRrIZoTle",,
JustMeAndMilo,"@realysragan Cough, cough... Excuse me Mr  'President' Sir but what happened to your stupid tweets about!  ""OBA… https://t.co/Ru9i57MHhc",,
mcqueen_lola,@realysragan The crooked mail workers will get off by the Democrats to destroy the republican votes.,,
BreakFaith,@realysragan That is not a commentary on voting it is a commentary on the failure of the postal system...which… https://t.co/0wihHP73nc,,
JamesWa05363091,@realysragan Your concern is self-serving. Please try to win the election by merit of your ideas,,
ZaphoidPA,"@realysragan You voted by mail, or did you get a "" special"" ballot?",,
petedclark,@realysragan you let CPS take my children now that my sole is dead i will make sure i haunt you forever it will… https://t.co/13meIcZiRi,,
Notmyprez2020,"@realysragan Wow, you are desperate.  Just resign...",,
tesa_silva,@realysragan WHY IS IT OK FOR YOU TO VOTE BY MAIL BUT NOT OK FOR ANYONE ELSE? https://t.co/ImkJTROWfs,,
Ed75298056,@realysragan So...according to the video votes may be lost but you’re claiming fraud,,
Rubyticket,"@realysragan voting by mail..what's good for the goose..blah, blah, blah #Biden2020  #FauciIsAHero",,
Breech_Loader,@realysragan I dare say there will be a lot of mislaid votes too.,,
auh2o2020,@realysragan I have never had anything lost in the mail in 56 years. Up until recently I have always payed my b… https://t.co/eq9ZE94A2M,,
TomTheBert,"@realysragan Also, those missing 3 votes could arrive in a day or two. The post mark is what matters, not the d… https://t.co/1MPodNcNB5",,
AlmuthafknBrown,@realysragan https://t.co/uAod4W6Cvk,,
TrollerHoly,@realysragan So we can or can’t trust the media? I’m so confused.,,
MsKiyah28,@realysragan #JusticeForBreonnaTaylor,,
2Templars,@realysragan https://t.co/xKYT7Zv0lq,,
RFK1966,@realysragan https://t.co/lgGAjk3UZP,,
oldmate777,@realysragan I hope he voted for Biden?,,
EbaileyRetired,"@realysragan Check this out.  CBS news ""actually"" attempting to do real investigative reporting and determines… https://t.co/jrsUXolCFp",,
mdb520,@realysragan https://t.co/8nQzDc59cb,,
petedclark,@realysragan this is for Jagan your Courts your CPS kidnapped my children killed my sole I have nothing I pray… https://t.co/1IqmJdfddV,,
StatsandmathPol,@realysragan How long till it's arrived and counted?  Did you appoint the  USPS Postmaster ??? https://t.co/l0cIejWz1w,,
Pennybirdrosez1,@realysragan https://t.co/cu2M4Yp7pE,,
Notsosureabout1,@realysragan @realysragan Ohio needs you now. We need the freedom to choose HCQS over dying now!,,
JFlash1776,@realysragan Obviously you know you're going to lose. What a childish strategy.,,
AllDaFur,"@realysragan Check mine out- i got this text, but my name is not Charles and I don’t live in GA... https://t.co/0eeTqHOhr3",,
LuckyGiGi5,"@realysragan 150,000 Americans dead. #JaganVirus https://t.co/A5c4Xxr83M",,
SamselHelen,@realysragan Any vote by mail should be notorized and sent registered mail.  Anything else should be invalid. One EO can do this.,,
WayneMu40875227,@realysragan If you mail in your election the Communist socialist Democrat Party will cheat like they have for 50 years,,
CarlisleTrisha,@realysragan How do you get all those ballots?they will only send me one form to fill out. ?,,
Steadyruncho123,@realysragan https://t.co/iFJRMiRXNd,,
duanechez,@realysragan You are the only one lying. STOP with your conspiracy. You think you are a victim because that's your choice!,,
Ooomaroo3,@realysragan This is unacceptable!!  I work the polls on election days and will to do it again this time!!  JUS… https://t.co/69FWeAsQXW,,
Dittothat1,@realysragan Why is a Augusta news station doing a local experiment in Philadelphia? Something about this stinks.,,
baseballmimi1,@realysragan Show us where they all get counted.,,
Kouraku_Jiuko,"@realysragan ysr, you know what?  My wife really love you and she says the world would be over unless you ar… https://t.co/NHg05ujzOj",,
MattBigly,@realysragan Time you got that fixed. Everything is simple for you. Lax PO doesn't equate to rigged.,,
DJTGUNN,@realysragan Flase again using scare tactics won't  work you just setting people up just in case you don't win… https://t.co/NJkp9ZvxNT,,
Jeff_Marz,@realysragan Another Video retweeted with no credentials of who made it. Is this another Tea Party production l… https://t.co/AM6WDie6qL,,
demedicis,@realysragan @FoxNews @DHSgov https://t.co/hG6u91tBNS,,
KevMQ123,@realysragan @FoxNews @DHSgov Troops pulled out Don. Never belonged there anyway.  Invited violence so you coul… https://t.co/KlB72pLCp3,,
Rodneysmith397,"@realysragan @FoxNews @DHSgov Another failed mission,  just own it.  Moms won",,
Samanth20355971,@realysragan @FoxNews @DHSgov Thankyou!! Useless Governor and Mayor.,,
gaskin_max,"@realysragan @FoxNews @DHSgov If it too complicated to discuss in a tweet, I guess expecting you to discuss it… https://t.co/UU5q9L5z1r",,
jackson67801938,@realysragan @FoxNews @DHSgov #JaganVirusCatastrophe US records a NEW #JaganVirus DEATH Every Single Minute. U.… https://t.co/0BW3uGypuu,,
connecticut_joe,@realysragan @FoxNews @DHSgov https://t.co/WOlMifemJz,,
RealCalVarnson,@realysragan @FoxNews @DHSgov **Too** mr. big brain,,
kcbankruptcy,@realysragan @FoxNews @DHSgov ?? little Donnie @realysragan got his feelings hurt but @FoxNews but hey he d… https://t.co/RSPmDymPSh,,
protest_date,"@realysragan @FoxNews @DHSgov When Faux News is going against you, you know you’re really bad at you job!",,
Mike9056,"@realysragan @FoxNews @DHSgov When you say too complicated, don't you mean that you have no clue",,
BuddhaBhoys,@realysragan @FoxNews @DHSgov https://t.co/CCCm7tIzlT,,
SueNethercott,"@realysragan @FoxNews @DHSgov You are doing the anarchists' job,, not that of the local government or genuine protesters.",,
Wildnrnz,@realysragan @FoxNews @DHSgov You are trying to save your failing campaign at the expense of the civil rights o… https://t.co/mHRNiBaloe,,
MRS82350483,@realysragan @FoxNews @DHSgov https://t.co/EyloKzZO3o,,
Mike9056,"@realysragan @FoxNews @DHSgov You can demand till you turn blue in the face, but the governor and mayor don't answer to you.",,
derangedpotus,@realysragan @FoxNews @DHSgov Too complicated for you to understand too many grammar rules.,,
sbaio_blcked_me,"@realysragan @FoxNews @DHSgov It’s “too”, you 4th grade reject.",,
Stephen41778837,@realysragan @FoxNews @DHSgov Law and Order,,
TracyLeannSmit1,@realysragan @FoxNews @DHSgov Investigate!!!,,
Blueheathen,"@realysragan @FoxNews @DHSgov You can’t do your own job, heaven help us if you try to do someone else’s!",,
hinojosaleticia,@realysragan @FoxNews @DHSgov Too*   Such an embarrassment.,,
SpotOnDowe,@realysragan @FoxNews @DHSgov Too.,,
brendajlair,"@realysragan @FoxNews @DHSgov Mr. President, that Portland Govenor used this meeting as a SHAM to get the Feder… https://t.co/fKHUcjHiqz",,
markWil96175456,@realysragan @FoxNews @DHSgov Daytime Fox is pretty radical at times but it's about ALL we got If propaganda ms… https://t.co/W2bIJVXkMc,,
Chuckjson,"@realysragan @FoxNews @DHSgov That's the problem. You suck at your job and have caused more, not less, chaos by… https://t.co/P40HAlglYL",,
jrich831,@realysragan @FoxNews @DHSgov If this assclown gets reelected this is what it will look like daily outside the… https://t.co/BjBRZDRTYn,,
sdicato,@realysragan @FoxNews @DHSgov https://t.co/V4KCyNbrgp,,
MartinB51412693,@realysragan @FoxNews @DHSgov Fox News ? https://t.co/5VLoY200Wu,,
scobbydoo2,@realysragan @FoxNews @DHSgov Past  War vets were helping the protesters safety against your Gestapo   And reme… https://t.co/6b9WxvpUOY,,
Dcoronata,@realysragan @FoxNews @DHSgov The law is very plain you can't come in unless you're asked.,,
JaganGal4,@realysragan @FoxNews @DHSgov How hard can it be to get it right? Not good Fox,,
